,CustomerKey,GeographyKey,Fullname,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
15947,10036,480,Roy Sanchez,16/07/1969,M,M,30000,1,0,Bachellors,Clerical,1,0
15948,10037,532,Ruben Hernandez,22/06/1969,M,M,30000,1,0,Bachellors,Clerical,1,0
15949,10038,674,Bruce Arun,18/10/1969,M,M,40000,0,0,Graduate Degree,Clerical,1,0
15950,10039,529,Pedro Lopez,26/08/1969,M,M,40000,0,0,Graduate Degree,Clerical,1,0
15951,10040,449,Jill Ramos,05/03/1969,S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0
15952,10041,565,Chad Luo,22/03/1969,S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0
15953,10042,529,Eddie Serrano,04/11/1952,M,M,20000,2,0,Partial College,Manual,1,1
15954,10043,687,Jon Liang,10/08/1952,M,M,20000,2,0,Partial College,Manual,1,1
15955,10044,586,Johnathan McDonald,10/06/1951,M,M,10000,4,0,High School,Manual,0,2
15956,10045,651,Franklin Zheng,10/07/1951,M,M,20000,2,0,Partial College,Manual,1,1
15957,10046,540,Evelyn Prasad,04/11/1953,S,F,10000,2,1,High School,Manual,1,2
15958,10047,506,Terrance Suri,13/09/1953,M,M,10000,2,1,High School,Manual,0,2
15959,10048,533,Sheena Andersen,27/01/1968,S,F,20000,1,1,Partial College,Manual,0,0
15960,10049,672,Karen Liang,17/06/1968,M,F,20000,1,1,Partial College,Manual,1,1
15961,10050,532,James Sharma,08/06/1968,S,M,20000,1,1,Partial College,Manual,0,1
15962,10051,529,Alan Cai,04/02/1968,M,M,30000,1,0,Bachellors,Clerical,1,0
15963,10052,640,Sabrina Alonso,28/05/1968,M,F,30000,1,0,Bachellors,Clerical,1,0
15964,10053,640,Sheena Xu,11/03/1968,S,F,30000,1,1,Bachellors,Clerical,0,0
15965,10054,525,Jamie Vazquez,11/08/1968,M,M,30000,1,1,Bachellors,Clerical,1,0
15966,10055,702,Keith Jai,20/11/1968,M,M,40000,0,0,Graduate Degree,Clerical,1,0
15967,10056,639,Kristi Carlson,06/07/1968,M,F,40000,0,0,Graduate Degree,Clerical,1,0
15968,10057,486,Walter Munoz,07/11/1968,M,M,40000,0,0,Graduate Degree,Clerical,1,0
15969,10058,437,Elizabeth Butler,09/03/1925,M,F,80000,5,0,Bachellors,Skilled Manual,1,0
15970,10059,563,Meredith Suri,19/02/1967,S,F,10000,3,3,High School,Manual,1,1
15971,10060,702,Misty Chande,04/02/1967,M,F,20000,1,1,Partial College,Manual,1,1
15972,10061,666,Jaclyn Tang,21/08/1967,S,F,30000,1,1,Bachellors,Clerical,0,0
15973,10062,529,Desiree Suarez,18/06/1967,M,F,30000,1,1,Bachellors,Clerical,1,1
15974,10063,700,Miranda Barnes,10/08/1967,S,F,30000,1,1,Bachellors,Clerical,0,1
15975,10064,539,Louis Li,23/04/1966,M,M,10000,5,4,Partial High School,Manual,0,2
15976,10065,544,Colleen Sun,20/11/1966,S,F,20000,1,1,High School,Manual,0,1
15977,10066,542,Robert Thompson,07/09/1967,M,M,40000,0,0,Bachellors,Clerical,1,0
15978,10067,705,Ebony Arun,10/04/1966,M,F,30000,1,1,Bachellors,Skilled Manual,1,2
15979,10068,498,Frank Jimenez,05/03/1965,S,M,10000,5,3,Partial High School,Manual,1,1
15980,10069,447,Lawrence Jimenez,28/01/1965,S,M,10000,4,3,Partial High School,Manual,1,2
15981,10070,525,Colin Lu,15/12/1965,M,M,10000,4,3,Partial High School,Manual,0,2
15982,10071,503,Latoya Yuan,03/01/1965,M,F,20000,2,2,High School,Manual,0,1
15983,10072,659,Lindsey Pal,11/01/1965,S,F,20000,2,2,High School,Manual,1,1
15984,10073,539,Dominic Sanchez,22/02/1965,S,M,20000,2,2,High School,Manual,1,1
15985,10074,639,Catherine Kelly,04/11/1965,S,F,20000,2,2,High School,Manual,1,2
15986,10075,525,Diane Carlson,10/03/1965,M,F,30000,1,1,Bachellors,Skilled Manual,1,2
15987,10076,542,Manuel Rana,09/06/1965,M,M,30000,1,1,Bachellors,Skilled Manual,1,2
15988,10077,480,Terrence Nath,01/12/1964,S,M,10000,3,2,Partial High School,Manual,1,2
15989,10078,476,Rachel James,07/04/1964,S,F,10000,3,2,Partial High School,Manual,1,2
15990,10079,657,Grace Gray,10/02/1964,S,F,10000,3,2,Partial High School,Manual,1,2
15991,10080,572,Lee Carlson,12/05/1964,S,M,20000,3,3,High School,Manual,1,0
15992,10081,564,Ebony Lopez,19/07/1964,M,F,30000,1,1,Bachellors,Skilled Manual,1,2
15993,10082,529,Xavier Smith,10/03/1964,S,M,30000,2,2,Bachellors,Skilled Manual,1,0
15994,10083,483,Jason Edwards,18/08/1964,S,M,30000,2,2,Partial College,Manual,1,0
15995,10084,659,Trisha Chen,20/12/1963,S,F,20000,3,3,High School,Manual,1,2
15996,10085,530,Clarence Deng,25/05/1933,M,M,10000,4,0,High School,Manual,0,2
15997,10086,683,Leslie Vazquez,16/11/1933,M,F,20000,2,0,Partial College,Manual,1,1
15998,10087,640,Katelyn Bell,28/04/1933,M,F,20000,2,0,Partial College,Manual,1,1
15999,10088,640,Rebecca Scott,22/08/1966,S,F,40000,0,0,Bachellors,Professional,0,0
16000,10089,529,Alvin Anand,28/11/1965,S,M,30000,2,2,Partial College,Clerical,1,1
16001,10090,548,Yiroyuki Sato,14/06/1965,S,F,30000,2,2,Partial College,Clerical,1,1
16002,10091,702,Thomas Garcia,26/06/1965,S,M,30000,2,2,Partial College,Clerical,1,1
16003,10092,662,Ashley Jenkins,19/04/1965,S,F,30000,2,2,Partial College,Clerical,1,2
16004,10093,485,Gina Gutierrez,06/02/1964,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
16005,10094,506,Jacquelyn Castro,02/10/1964,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
16006,10095,459,Alison Sharma,18/11/1963,S,F,30000,2,2,Partial College,Clerical,1,2
16007,10096,529,Lance Munoz,06/12/1963,S,M,30000,2,2,Partial College,Clerical,1,2
16008,10097,480,Jon Lin,03/09/1963,S,M,30000,3,3,Partial College,Clerical,1,0
16009,10098,586,Gary Ruiz,21/06/1977,M,M,20000,0,0,High School,Manual,0,1
16010,10099,592,Steve Ma,11/02/1979,M,M,20000,4,4,High School,Manual,0,2
16011,10100,661,Sandra Liu,24/04/1979,S,F,20000,4,4,High School,Manual,1,2
16012,10101,515,Sandra Zhang,23/06/1979,S,F,30000,3,3,Partial College,Clerical,1,1
16013,10102,651,Meagan Perez,08/03/1979,S,F,30000,3,3,Partial College,Clerical,1,2
16014,10103,555,Willie Zheng,02/03/1963,M,M,40000,1,0,Bachellors,Skilled Manual,1,0
16015,10104,608,Francis Hernandez,24/07/1963,M,M,40000,1,0,Bachellors,Skilled Manual,1,0
16016,10105,698,Robin Gutierrez,03/07/1963,M,F,40000,1,0,Bachellors,Skilled Manual,1,0
16017,10106,576,Cory Sara,06/05/1963,M,M,40000,1,0,Bachellors,Skilled Manual,1,0
16018,10107,506,Katie Sharma,09/01/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,1
16019,10108,586,Kaitlin Rodriguez,26/09/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,1
16020,10109,765,Kristine Martin,23/11/1962,M,F,40000,1,0,Bachellors,Skilled Manual,1,1
16021,10110,555,Katie Pal,27/02/1978,S,F,30000,4,4,Partial College,Clerical,1,1
16022,10111,506,Brent Zeng,07/08/1978,M,M,30000,4,4,Partial College,Clerical,0,2
16023,10112,506,Ricardo Deng,16/12/1978,S,M,30000,4,4,Partial College,Clerical,1,2
16024,10113,529,Johnathan Prasad,17/03/1977,M,M,30000,5,5,Partial College,Clerical,0,3
16025,10114,529,Laura Cai,10/07/1977,S,F,30000,0,0,Partial College,Clerical,1,1
16026,10115,626,Savannah Murphy,04/11/1977,M,F,30000,0,0,Partial College,Clerical,0,1
16027,10116,635,Bobby Raman,01/07/1977,S,M,30000,0,0,Partial College,Clerical,1,1
16028,10117,587,Carson Russell,13/12/1976,M,M,20000,0,0,High School,Manual,0,1
16029,10118,544,Bryant Sara,24/05/1975,S,M,10000,0,0,Partial High School,Manual,1,2
16030,10119,497,Lisa Hu,23/03/1975,S,F,20000,0,0,High School,Manual,0,1
16031,10120,459,Edward Campbell,22/01/1976,S,M,20000,0,0,High School,Manual,0,1
16032,10121,641,Roger Chen,11/07/1976,M,M,30000,0,0,Partial College,Clerical,0,1
16033,10122,657,Garrett Reed,03/01/1975,S,M,20000,0,0,Partial High School,Manual,0,1
16034,10123,702,Julie Xie,11/04/1974,M,F,10000,0,0,Partial High School,Manual,1,2
16035,10124,591,Carl Luo,12/08/1974,S,M,20000,0,0,Partial High School,Manual,1,2
16036,10125,676,Mallory Alvarez,21/06/1974,S,F,20000,0,0,Partial High School,Manual,0,2
16037,10126,621,Bruce Rana,01/12/1975,S,M,30000,0,0,Partial College,Clerical,1,1
16038,10127,529,Kaitlin Gonzalez,07/11/1975,S,F,30000,0,0,Partial College,Clerical,0,1
16039,10128,564,Crystal Zheng,25/07/1975,S,F,30000,0,0,Partial College,Clerical,1,1
16040,10129,626,Kenneth Andersen,20/06/1975,S,M,30000,0,0,Partial College,Clerical,0,1
16041,10130,513,Rafael Wang,17/03/1975,S,M,30000,0,0,Partial College,Clerical,1,1
16042,10131,497,Mackenzie Ward,16/12/1975,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
16043,10132,662,Gilbert Nath,07/04/1973,S,M,20000,0,0,Partial High School,Manual,0,2
16044,10133,529,Jeffery Hu,04/06/1974,S,M,30000,0,0,Partial College,Clerical,0,1
16045,10134,548,April Kumar,06/08/1974,S,F,30000,0,0,Partial College,Clerical,0,1
16046,10135,506,Bob Chapman,02/03/1980,S,M,20000,0,0,Partial High School,Manual,0,2
16047,10136,449,Raul Raji,26/10/1980,M,M,20000,0,0,Partial High School,Manual,0,2
16048,10137,565,Natasha Carlson,12/03/1980,M,F,20000,0,0,Partial High School,Manual,0,2
16049,10138,565,Steve Li,15/11/1980,S,M,20000,0,0,Partial High School,Manual,0,2
16050,10139,647,Kaylee Phillips,26/02/1962,M,F,70000,1,0,Partial College,Skilled Manual,1,1
16051,10140,644,Alex Adams,24/06/1962,M,M,70000,1,0,Partial College,Skilled Manual,1,1
16052,10141,443,Byron Diaz,16/10/1961,M,M,40000,4,3,High School,Skilled Manual,1,3
16053,10142,597,Omar Li,10/03/1961,S,M,40000,4,3,High School,Skilled Manual,1,3
16054,10143,660,Mason Brooks,20/04/1961,M,M,40000,4,3,High School,Skilled Manual,1,3
16055,10144,644,Allison Campbell,14/05/1961,M,F,60000,1,0,Partial College,Skilled Manual,1,1
16056,10145,678,Lucas Richardson,08/02/1961,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16057,10146,445,Mindy Lal,02/06/1960,M,F,40000,0,0,Bachellors,Professional,0,1
16058,10147,551,Robert Taylor,12/07/1960,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16059,10148,642,Angel Rogers,17/07/1960,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16060,10149,665,Brianna Gonzales,03/03/1967,S,F,50000,0,0,Partial College,Skilled Manual,1,1
16061,10150,620,Miguel Diaz,27/12/1967,S,M,50000,0,0,Partial College,Skilled Manual,0,1
16062,10151,694,Alyssa Ramirez,25/09/1967,S,F,60000,0,0,Graduate Degree,Professional,0,1
16063,10152,582,Aaron Campbell,22/12/1967,S,M,60000,0,0,Graduate Degree,Professional,1,1
16064,10153,633,Amanda Hill,09/07/1967,S,F,60000,0,0,Graduate Degree,Professional,0,1
16065,10154,546,James Thompson,15/02/1967,M,M,60000,0,0,Graduate Degree,Professional,0,1
16066,10155,658,Michael Clark,10/02/1928,M,M,50000,1,0,Graduate Degree,Professional,0,1
16067,10156,505,Jeremiah Flores,04/03/1960,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16068,10157,620,Maria Lopez,24/02/1960,M,F,60000,1,0,Partial College,Skilled Manual,1,1
16069,10158,443,Robert Perry,20/04/1959,M,M,60000,5,4,Bachellors,Professional,1,1
16070,10159,677,Trevor Patterson,19/07/1959,S,M,60000,4,3,Bachellors,Professional,1,1
16071,10160,620,Kaitlyn Rodriguez,09/06/1959,M,F,70000,5,5,Graduate Degree,Professional,1,3
16072,10161,610,April Xie,24/11/1959,M,F,80000,3,0,Graduate Degree,Professional,1,0
16073,10162,537,Megan Johnson,14/03/1958,M,F,60000,1,0,Bachellors,Professional,1,1
16074,10163,645,Brooke Sanchez,21/11/1958,S,F,60000,1,0,Bachellors,Professional,1,1
16075,10164,582,William Williams,05/06/1958,M,M,70000,5,4,Graduate Degree,Professional,1,1
16076,10165,610,Troy Raman,08/02/1958,M,M,70000,5,4,Graduate Degree,Professional,1,2
16077,10166,648,Sheila Gomez,03/08/1969,S,F,80000,4,4,Graduate Degree,Management,1,0
16078,10167,697,Tamara Yuan,15/03/1969,S,F,90000,1,0,Graduate Degree,Management,1,0
16079,10168,534,Kara Becker,11/10/1969,S,F,90000,2,0,Graduate Degree,Management,0,0
16080,10169,634,Clifford Chapman,22/04/1970,M,M,80000,4,4,Graduate Degree,Management,1,1
16081,10170,596,Nancy Arun,23/08/1970,M,F,90000,2,0,Bachellors,Professional,1,0
16082,10171,487,Edwin Sun,27/09/1968,M,M,70000,5,5,Bachellors,Professional,0,3
16083,10172,680,Christopher Taylor,06/02/1968,S,M,70000,5,5,Bachellors,Professional,1,3
16084,10173,599,Francisco Sanchez,07/05/1968,M,M,70000,5,5,Bachellors,Professional,0,3
16085,10174,706,Chad Yuan,13/11/1967,M,M,70000,5,5,Bachellors,Professional,1,3
16086,10175,680,Andre Smith,13/03/1967,M,M,70000,5,5,Bachellors,Professional,1,3
16087,10176,519,Armando Gomez,24/07/1967,S,M,80000,5,5,Graduate Degree,Management,1,2
16088,10177,512,Raul Chande,10/08/1967,M,M,80000,5,5,Graduate Degree,Management,1,2
16089,10178,599,Kara Nath,14/02/1967,M,F,80000,5,5,Graduate Degree,Management,1,2
16090,10179,487,Jillian Saunders,08/06/1966,M,F,80000,5,5,Bachellors,Professional,0,3
16091,10180,596,Jaclyn Zhou,12/07/1966,M,F,80000,5,5,Bachellors,Professional,1,3
16092,10181,699,Katherine Flores,24/03/1965,S,F,60000,2,2,Bachellors,Professional,0,1
16093,10182,473,Summer Sullivan,19/09/1965,S,F,60000,3,3,Bachellors,Professional,1,1
16094,10183,628,Lori Navarro,13/11/1965,M,F,60000,3,3,Bachellors,Professional,1,1
16095,10184,596,Hector Moreno,15/09/1968,M,M,70000,5,5,Bachellors,Professional,1,4
16096,10185,628,Harold Rodriguez,17/08/1968,S,M,70000,0,0,Bachellors,Professional,0,1
16097,10186,553,Gilbert Jai,25/04/1968,M,M,80000,5,5,Bachellors,Professional,1,4
16098,10187,596,Randall Vazquez,04/02/1965,S,M,70000,0,0,Bachellors,Professional,0,1
16099,10188,553,Darrell Luo,16/10/1964,M,M,60000,3,3,Bachellors,Professional,1,2
16100,10189,425,Clifford Sanchez,19/07/1964,M,M,60000,4,4,Bachellors,Professional,1,2
16101,10190,599,Desiree Rubio,23/11/1963,M,F,60000,3,2,Bachellors,Professional,1,2
16102,10191,478,Pablo Rovira Diez,23/02/1963,S,M,70000,0,0,Bachellors,Professional,0,1
16103,10192,679,Willie Lu,23/01/1962,M,M,60000,1,0,Bachellors,Professional,1,1
16104,10193,519,Regina Sai,27/08/1962,M,F,60000,1,0,Bachellors,Professional,1,1
16105,10194,519,Philip Hernandez,15/01/1962,M,M,60000,1,0,Bachellors,Professional,1,1
16106,10195,554,Tara Nara,24/06/1962,M,F,60000,1,0,Bachellors,Professional,1,1
16107,10196,692,Rafael Xu,15/01/1962,M,M,60000,1,0,Bachellors,Professional,1,1
16108,10197,558,Kathleen Alonso,13/05/1961,M,F,60000,1,0,Partial College,Skilled Manual,1,1
16109,10198,637,Sheena Pal,22/01/1961,S,F,60000,1,0,Bachellors,Professional,1,1
16110,10199,471,Madison Williams,19/06/1961,M,F,60000,1,0,Bachellors,Professional,1,1
16111,10200,655,Ruth Raman,08/06/1961,S,F,60000,1,0,Partial College,Skilled Manual,1,1
16112,10201,487,Alison Kumar,03/05/1961,S,F,60000,1,0,Partial College,Skilled Manual,1,1
16113,10202,634,Anna Rogers,13/02/1929,S,F,80000,3,0,Graduate Degree,Management,1,1
16114,10203,632,Theresa Torres,25/03/1966,S,F,100000,0,0,Graduate Degree,Management,0,1
16115,10204,487,Mary Allen,25/12/1966,M,F,100000,0,0,Graduate Degree,Management,0,1
16116,10205,510,Candice Lu,23/08/1966,S,F,100000,0,0,Bachellors,Professional,0,1
16117,10206,549,Denise Vance,07/03/1966,S,F,110000,0,0,Graduate Degree,Management,0,2
16118,10207,531,Roberto Moreno,06/09/1960,S,M,60000,1,0,Partial College,Skilled Manual,1,1
16119,10208,492,Vincent Li,16/07/1960,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16120,10209,699,Olivia Griffin,05/06/1932,S,F,30000,2,0,Partial College,Clerical,1,2
16121,10210,487,Randall Moreno,19/06/1965,S,M,70000,0,0,Bachellors,Professional,0,1
16122,10211,549,Colin Luo,03/04/1965,S,M,80000,5,5,Bachellors,Professional,1,4
16123,10212,634,Louis He,12/05/1964,S,M,70000,0,0,Bachellors,Professional,1,1
16124,10213,492,Nicolas Lal,23/11/1964,S,M,70000,0,0,Bachellors,Professional,0,1
16125,10214,492,Peter Black,16/11/1964,S,M,70000,0,0,Bachellors,Professional,0,1
16126,10215,509,Corey She,01/04/1964,S,M,70000,0,0,Bachellors,Professional,1,1
16127,10216,706,Tiffany Yang,27/08/1964,S,F,70000,0,0,Bachellors,Professional,1,1
16128,10217,425,Larry Blanco,24/05/1964,S,M,80000,4,0,Bachellors,Professional,0,1
16129,10218,613,Casey Xie,23/10/1959,S,F,90000,1,0,Bachellors,Professional,1,1
16130,10219,599,Wyatt Rodriguez,13/06/1963,S,M,70000,0,0,Bachellors,Professional,0,1
16131,10220,632,Candice Zhu,07/02/1963,S,F,70000,0,0,Bachellors,Professional,0,1
16132,10221,554,Meghan Moyer,02/07/1962,M,F,70000,5,4,Partial College,Skilled Manual,1,2
16133,10222,473,Martin Sai,22/07/1961,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16134,10223,478,Kelvin Xu,16/10/1961,M,M,60000,1,0,Partial College,Skilled Manual,1,1
16135,10224,679,Evelyn Suri,24/09/1961,S,F,70000,5,4,Partial College,Skilled Manual,1,3
16136,10225,561,Jamie Alan,10/03/1958,M,M,90000,2,0,Bachellors,Professional,1,1
16137,10226,518,Michele Jai,16/10/1958,S,F,90000,2,0,Bachellors,Professional,1,1
16138,10227,519,Dale Nara,26/04/1956,S,M,80000,1,0,Partial College,Skilled Manual,0,1
16139,10228,599,Melanie Morgan,11/10/1953,M,F,30000,2,0,Partial College,Clerical,0,2
16140,10229,425,Cassidy Henderson,28/06/1953,M,F,40000,2,0,Bachellors,Management,1,1
16141,10230,599,Latoya Jai,25/10/1953,S,F,40000,2,0,Bachellors,Management,1,1
16142,10231,599,Carla Rodriguez,11/07/1953,M,F,40000,2,0,Bachellors,Management,1,1
16143,10232,637,Christine Goel,10/01/1953,M,F,40000,2,0,Bachellors,Management,1,1
16144,10233,509,Levi Garcia,10/06/1949,M,M,10000,2,1,High School,Skilled Manual,1,2
16145,10234,546,Christopher Smith,15/03/1976,M,M,30000,0,0,High School,Skilled Manual,0,2
16146,10235,619,Brianna Rivera,12/01/1976,S,F,30000,0,0,High School,Skilled Manual,1,2
16147,10236,582,Stephanie Hernandez,06/11/1975,S,F,40000,0,0,High School,Skilled Manual,0,1
16148,10237,535,Adrian Peterson,16/04/1975,S,M,40000,0,0,High School,Skilled Manual,1,1
16149,10238,667,Luke Washington,10/02/1980,M,M,30000,0,0,High School,Skilled Manual,1,2
16150,10239,467,Carl Tang,25/09/1980,S,M,30000,0,0,High School,Skilled Manual,0,2
16151,10240,531,Christy Liang,03/11/1937,M,F,30000,2,0,Partial College,Clerical,0,2
16152,10241,560,Aaron Jenkins,02/09/1979,S,M,30000,0,0,Partial High School,Clerical,0,2
16153,10242,573,Carson Griffin,11/02/1979,S,M,30000,0,0,Partial High School,Clerical,0,2
16154,10243,546,Morgan Patterson,16/06/1978,S,F,30000,0,0,Partial High School,Clerical,1,2
16155,10244,560,Juan Bailey,06/10/1978,M,M,40000,0,0,High School,Skilled Manual,0,2
16156,10245,633,Allison Torres,16/02/1978,M,F,40000,0,0,High School,Skilled Manual,1,2
16157,10246,653,Samantha Rodriguez,24/06/1978,M,F,40000,0,0,High School,Skilled Manual,0,2
16158,10247,443,Samuel Nelson,22/08/1978,S,M,40000,0,0,High School,Skilled Manual,0,2
16159,10248,694,Alex Sanders,11/12/1978,M,M,40000,0,0,High School,Skilled Manual,1,2
16160,10249,487,Ramon Li,14/05/1938,M,M,40000,2,0,Bachellors,Management,1,2
16161,10250,617,Alvin Xu,18/03/1977,S,M,40000,0,0,High School,Skilled Manual,0,2
16162,10251,500,Fernando Coleman,24/10/1977,M,M,40000,0,0,High School,Skilled Manual,1,2
16163,10252,467,Erika Dominguez,11/10/1979,S,F,30000,0,0,Partial High School,Clerical,0,2
16164,10253,511,Luis Chen,16/02/1979,S,M,30000,0,0,Partial High School,Clerical,1,2
16165,10254,627,Victoria Williams,04/12/1979,S,F,40000,0,0,High School,Skilled Manual,0,2
16166,10255,632,Tonya Black,10/12/1939,M,F,30000,2,0,Partial College,Clerical,0,2
16167,10256,425,Martha Lu,02/09/1939,M,F,60000,2,0,Graduate Degree,Management,1,1
16168,10257,648,Meghan Torres,12/10/1941,M,F,40000,2,0,Bachellors,Management,1,2
16169,10258,680,Evelyn Subram,15/04/1941,M,F,40000,2,0,Bachellors,Management,1,2
16170,10259,509,Alfredo Serrano,22/11/1943,S,M,40000,2,0,Bachellors,Management,1,2
16171,10260,706,Curtis Cai,25/07/1943,S,M,60000,2,0,Graduate Degree,Management,1,1
16172,10261,535,Ariana Howard,15/06/1976,S,F,40000,0,0,High School,Skilled Manual,1,2
16173,10262,691,Jessica Kelly,03/06/1976,S,F,40000,0,0,Partial College,Skilled Manual,1,1
16174,10263,552,Sara Edwards,01/06/1976,S,F,40000,0,0,Partial College,Skilled Manual,0,1
16175,10264,467,Gail Russell,08/02/1975,S,F,40000,0,0,Partial College,Skilled Manual,0,1
16176,10265,677,Caleb Butler,13/06/1973,S,M,60000,0,0,Partial College,Skilled Manual,1,1
16177,10266,445,Richard Stone,13/03/1972,S,M,70000,0,0,Partial College,Skilled Manual,0,2
16178,10267,665,Taylor Washington,21/08/1972,S,F,80000,0,0,Bachellors,Management,1,1
16179,10268,535,Charles Parker,05/03/1968,M,M,80000,0,0,Bachellors,Management,1,1
16180,10269,445,Elizabeth Lewis,14/06/1968,M,F,80000,0,0,Bachellors,Management,1,1
16181,10270,584,Blake Clark,17/05/1968,S,M,90000,4,4,Bachellors,Management,1,1
16182,10271,693,Daniel Jackson,09/11/1967,S,M,110000,0,1,Graduate Degree,Management,1,0
16183,10272,520,Thomas Wang,27/08/1967,M,M,120000,0,1,Bachellors,Management,1,2
16184,10273,675,Nicole Ward,24/12/1968,S,F,90000,4,4,Bachellors,Management,1,1
16185,10274,522,Jennifer Thomas,26/03/1968,M,F,100000,2,0,Bachellors,Management,1,3
16186,10275,670,Seth Scott,10/09/1979,S,M,60000,0,0,Partial College,Skilled Manual,1,1
16187,10276,670,Abigail Cox,26/11/1979,M,F,60000,0,0,Partial College,Skilled Manual,1,1
16188,10277,511,Ian Coleman,12/07/1978,M,M,40000,0,0,High School,Skilled Manual,1,2
16189,10278,695,Lucas Thompson,15/05/1978,S,M,40000,0,0,Partial High School,Clerical,0,2
16190,10279,580,Julia King,20/04/1978,S,F,40000,0,0,Partial High School,Clerical,0,2
16191,10280,692,Linda Rousey,07/04/1947,M,F,10000,2,1,Partial High School,Clerical,1,2
16192,10281,597,Justin Walker,23/12/1978,S,M,40000,0,0,Partial College,Skilled Manual,0,1
16193,10282,610,Andrea Hill,27/02/1978,S,F,60000,0,0,Partial College,Skilled Manual,0,2
16194,10283,631,Julia Smith,10/03/1978,M,F,60000,0,0,Partial College,Skilled Manual,1,2
16195,10284,561,Orlando Jim̩nez,21/03/1945,M,M,20000,4,0,High School,Skilled Manual,1,2
16196,10285,695,Cody Stewart,09/05/1970,M,M,50000,1,1,Graduate Degree,Skilled Manual,1,0
16197,10286,620,Mackenzie Rivera,15/10/1963,M,F,90000,0,0,Partial College,Professional,0,1
16198,10287,430,Luke Roy,03/09/1963,S,M,100000,0,2,Partial College,Professional,1,2
16199,10288,610,Kendra Jimenez,16/11/1963,M,F,110000,4,2,Bachellors,Management,1,4
16200,10289,527,Hunter Hall,13/06/1963,S,M,130000,3,2,Bachellors,Management,0,4
16201,10290,597,Warren Wang,19/08/1962,S,M,90000,4,3,Partial College,Professional,1,0
16202,10291,644,Angel Torres,19/06/1962,S,M,100000,1,2,Partial College,Professional,0,3
16203,10292,507,Rachel Morris,18/12/1962,M,F,100000,1,2,Partial College,Professional,1,3
16204,10293,703,Austin Martinez,09/05/1962,M,M,100000,1,2,Partial College,Professional,1,4
16205,10294,470,Ashley Garcia,06/07/1962,S,F,120000,1,3,Partial College,Professional,1,4
16206,10295,538,David Foster,01/06/1962,M,M,130000,1,2,Bachellors,Management,1,4
16207,10296,665,Benjamin Thomas,21/12/1961,M,M,70000,5,4,Partial College,Professional,1,3
16208,10297,577,Luis Hall,24/11/1961,M,M,80000,5,4,Partial College,Professional,0,3
16209,10298,644,Melanie Murphy,09/05/1961,S,F,90000,4,3,High School,Professional,1,1
16210,10299,500,Noah Collins,25/03/1961,M,M,90000,4,3,High School,Professional,1,1
16211,10300,508,Hannah Gonzales,17/07/1961,M,F,90000,4,3,High School,Professional,1,1
16212,10301,631,Kaylee Morgan,06/08/1961,M,F,130000,1,3,Bachellors,Management,1,1
16213,10302,620,Sierra Gonzalez,09/09/1955,S,F,80000,2,0,Partial High School,Skilled Manual,0,2
16214,10303,660,Logan Foster,08/02/1955,M,M,80000,2,0,Partial High School,Skilled Manual,1,2
16215,10304,560,Sydney Jenkins,14/08/1955,M,F,60000,2,0,High School,Professional,0,2
16216,10305,495,Jada Cooper,04/03/1955,M,F,60000,2,0,High School,Professional,0,2
16217,10306,695,Hunter Garcia,25/04/1955,M,M,60000,2,0,High School,Professional,0,2
16218,10307,647,Jackson Perry,05/03/1955,S,M,60000,2,0,High School,Professional,1,2
16219,10308,625,Olivia Jones,15/04/1955,M,F,70000,4,3,High School,Professional,1,0
16220,10309,550,Kayla Garcia,17/06/1955,M,F,70000,4,3,High School,Professional,1,0
16221,10310,690,Julia Anderson,25/01/1955,M,F,80000,3,2,Partial College,Professional,1,1
16222,10311,653,Mariah Hayes,04/10/1955,M,F,90000,2,1,High School,Professional,1,1
16223,10312,682,Jennifer Ramirez,27/10/1955,S,F,90000,2,1,High School,Professional,1,1
16224,10313,500,Connor Scott,10/03/1935,M,M,50000,2,0,Graduate Degree,Management,1,2
16225,10314,610,Beth Diaz,03/09/1935,M,F,70000,4,0,Graduate Degree,Management,0,2
16226,10315,694,Devin Patterson,06/06/1936,M,M,60000,2,0,Graduate Degree,Management,0,2
16227,10316,443,Audrey Sanz,19/08/1936,M,F,70000,4,0,Graduate Degree,Management,0,2
16228,10317,546,John Thompson,19/03/1936,M,M,130000,2,3,Graduate Degree,Management,0,3
16229,10318,688,Lauren Rivera,13/12/1936,M,F,130000,2,3,Graduate Degree,Management,1,3
16230,10319,647,Devin Richardson,04/04/1960,S,M,80000,5,4,Partial College,Professional,0,3
